"","YAG","region","SECTIONNAME","trained_in_region","number_of_providers","subject_name","living_in_region","earnings_median","difference","difference_prop"
"20787",10,"West Midlands","OTHER SERVICE ACTIVITIES",0,2,"Medicine and dentistry",5,-10000,5,Inf
"20788",10,"West Midlands","OTHER SERVICE ACTIVITIES",0,1,"Nursing and midwifery",0,-10000,0,NA
"20789",10,"West Midlands","OTHER SERVICE ACTIVITIES",10,6,"Performing arts",10,-10000,0,0
"20790",10,"West Midlands","OTHER SERVICE ACTIVITIES",5,4,"Philosophy and religious studies",0,-10000,-5,-1
"20791",10,"West Midlands","OTHER SERVICE ACTIVITIES",0,1,"Physics and astronomy",0,-10000,0,NA
"20792",10,"West Midlands","OTHER SERVICE ACTIVITIES",10,3,"Politics",5,-10000,-5,-0.5
"20793",10,"West Midlands","OTHER SERVICE ACTIVITIES",5,6,"Psychology",5,-10000,0,0
"20794",10,"West Midlands","OTHER SERVICE ACTIVITIES",10,6,"Sociology, social policy and anthropology",10,-10000,0,0
"20795",10,"West Midlands","OTHER SERVICE ACTIVITIES",5,4,"Sport and exercise sciences",5,-10000,0,0
"20796",10,"West Midlands","OTHER SERVICE ACTIVITIES",0,1,"Veterinary sciences",0,-10000,0,NA
"20797",10,"West Midlands","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",35,4,"Agriculture, food and related studies",15,31000,-20,-0.571428571428571
"20798",10,"West Midlands","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",20,6,"Allied health",25,32300,5,0.25
"20799",10,"West Midlands","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",55,5,"Architecture, building and planning",90,37200,35,0.636363636363636
"20800",10,"West Midlands","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",65,7,"Biosciences",35,38700,-30,-0.461538461538462
"20801",10,"West Midlands","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",245,13,"Business and management",205,33600,-40,-0.163265306122449
"20802",10,"West Midlands","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",15,4,"Chemistry",10,-10000,-5,-0.333333333333333
"20803",10,"West Midlands","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",75,9,"Computing",60,29900,-15,-0.2
"20804",10,"West Midlands","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",115,6,"Creative arts and design",100,23400,-15,-0.130434782608696
"20805",10,"West Midlands","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",60,5,"Economics",20,39800,-40,-0.666666666666667
"20806",10,"West Midlands","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",15,8,"Education and teaching",20,14200,5,0.333333333333333
"20807",10,"West Midlands","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",165,8,"Engineering",130,40200,-35,-0.212121212121212
"20808",10,"West Midlands","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",45,8,"English studies",25,29200,-20,-0.444444444444444
"20809",10,"West Midlands","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",15,4,"General, applied and forensic sciences",10,-10000,-5,-0.333333333333333
"20810",10,"West Midlands","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",65,5,"Geography, earth and environmental studies",50,32800,-15,-0.230769230769231
"20811",10,"West Midlands","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",25,7,"Health and social care",25,36100,0,0
"20812",10,"West Midlands","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",105,5,"History and archaeology",45,39100,-60,-0.571428571428571
"20813",10,"West Midlands","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",50,5,"Languages and area studies",20,35400,-30,-0.6
"20814",10,"West Midlands","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",290,7,"Law",260,34300,-30,-0.103448275862069
"20815",10,"West Midlands","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",20,3,"Materials and technology",5,-10000,-15,-0.75
"20816",10,"West Midlands","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",55,6,"Mathematical sciences",20,46000,-35,-0.636363636363636
"20817",10,"West Midlands","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",55,8,"Media, journalism and communications",45,24500,-10,-0.181818181818182
"20818",10,"West Midlands","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,3,"Medical sciences",5,-10000,0,0
"20819",10,"West Midlands","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0,2,"Medicine and dentistry",0,-10000,0,NA
"20820",10,"West Midlands","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,5,"Nursing and midwifery",10,23700,0,0
"20821",10,"West Midlands","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",25,8,"Performing arts",15,28200,-10,-0.4
"20822",10,"West Midlands","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,1,"Pharmacology, toxicology and pharmacy",5,-10000,0,0
"20823",10,"West Midlands","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",15,3,"Philosophy and religious studies",10,-10000,-5,-0.333333333333333
"20824",10,"West Midlands","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",30,3,"Physics and astronomy",10,54000,-20,-0.666666666666667
"20825",10,"West Midlands","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",45,6,"Politics",20,37600,-25,-0.555555555555556
"20826",10,"West Midlands","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",45,9,"Psychology",25,31000,-20,-0.444444444444444
"20827",10,"West Midlands","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",65,9,"Sociology, social policy and anthropology",40,28100,-25,-0.384615384615385
"20828",10,"West Midlands","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",20,4,"Sport and exercise sciences",15,28500,-5,-0.25
"20829",10,"West Midlands","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,2,"Veterinary sciences",30,34300,25,5
"20830",10,"West Midlands","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,3,"Agriculture, food and related studies",0,-10000,-5,-1
"20831",10,"West Midlands","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",10,6,"Allied health",10,-10000,0,0
"20832",10,"West Midlands","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,4,"Architecture, building and planning",10,-10000,5,1
"20833",10,"West Midlands","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",20,6,"Biosciences",15,27700,-5,-0.25
"20834",10,"West Midlands","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",65,11,"Business and management",55,26300,-10,-0.153846153846154
"20835",10,"West Midlands","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",10,2,"Chemistry",5,-10000,-5,-0.5
"20836",10,"West Midlands","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",35,9,"Computing",25,24800,-10,-0.285714285714286
"20837",10,"West Midlands","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",30,7,"Creative arts and design",30,24500,0,0
"20838",10,"West Midlands","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",10,3,"Economics",5,-10000,-5,-0.5
"20839",10,"West Midlands","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",10,6,"Education and teaching",10,-10000,0,0
"20840",10,"West Midlands","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",20,6,"Engineering",10,40500,-10,-0.5
"20841",10,"West Midlands","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",15,7,"English studies",20,29900,5,0.333333333333333
"20842",10,"West Midlands","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",20,3,"General, applied and forensic sciences",15,24100,-5,-0.25
"20843",10,"West Midlands","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",30,7,"Geography, earth and environmental studies",30,28800,0,0
"20844",10,"West Midlands","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",20,6,"Health and social care",30,30300,10,0.5
"20845",10,"West Midlands","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",45,7,"History and archaeology",35,26600,-10,-0.222222222222222
"20846",10,"West Midlands","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",20,4,"Languages and area studies",5,-10000,-15,-0.75
"20847",10,"West Midlands","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",75,7,"Law",60,27700,-15,-0.2
"20848",10,"West Midlands","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",10,3,"Materials and technology",NA,NA,NA,NA
"20849",10,"West Midlands","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",15,4,"Mathematical sciences",5,-10000,-10,-0.666666666666667
"20850",10,"West Midlands","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",15,6,"Media, journalism and communications",15,25600,0,0
"20851",10,"West Midlands","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,2,"Medical sciences",5,-10000,0,0
"20852",10,"West Midlands","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,2,"Medicine and dentistry",5,-10000,0,0
"20853",10,"West Midlands","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",10,4,"Nursing and midwifery",10,-10000,0,0
"20854",10,"West Midlands","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",15,7,"Performing arts",5,-10000,-10,-0.666666666666667
"20855",10,"West Midlands","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",0,2,"Pharmacology, toxicology and pharmacy",5,-10000,5,Inf
"20856",10,"West Midlands","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",10,5,"Philosophy and religious studies",0,-10000,-10,-1
"20857",10,"West Midlands","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",10,2,"Physics and astronomy",5,-10000,-5,-0.5
"20858",10,"West Midlands","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",55,6,"Politics",25,28100,-30,-0.545454545454545
"20859",10,"West Midlands","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",50,8,"Psychology",40,23700,-10,-0.2
"20860",10,"West Midlands","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",55,9,"Sociology, social policy and anthropology",40,28500,-15,-0.272727272727273
"20861",10,"West Midlands","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",30,5,"Sport and exercise sciences",25,27400,-5,-0.166666666666667
"20862",10,"West Midlands","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",0,1,"Veterinary sciences",0,-10000,0,NA
"20863",10,"West Midlands","REAL ESTATE ACTIVITIES",5,1,"Agriculture, food and related studies",5,-10000,0,0
"20864",10,"West Midlands","REAL ESTATE ACTIVITIES",0,2,"Allied health",0,-10000,0,NA
"20865",10,"West Midlands","REAL ESTATE ACTIVITIES",10,3,"Architecture, building and planning",30,50400,20,2
"20866",10,"West Midlands","REAL ESTATE ACTIVITIES",0,1,"Biosciences",0,-10000,0,NA
"20867",10,"West Midlands","REAL ESTATE ACTIVITIES",55,11,"Business and management",35,39400,-20,-0.363636363636364
"20868",10,"West Midlands","REAL ESTATE ACTIVITIES",5,3,"Chemistry",0,-10000,-5,-1
"20869",10,"West Midlands","REAL ESTATE ACTIVITIES",5,3,"Computing",0,-10000,-5,-1
"20870",10,"West Midlands","REAL ESTATE ACTIVITIES",10,4,"Creative arts and design",10,24100,0,0
"20871",10,"West Midlands","REAL ESTATE ACTIVITIES",5,2,"Economics",0,-10000,-5,-1
"20872",10,"West Midlands","REAL ESTATE ACTIVITIES",5,5,"Education and teaching",5,-10000,0,0
"20873",10,"West Midlands","REAL ESTATE ACTIVITIES",5,5,"Engineering",0,-10000,-5,-1
"20874",10,"West Midlands","REAL ESTATE ACTIVITIES",10,6,"English studies",5,-10000,-5,-0.5
"20875",10,"West Midlands","REAL ESTATE ACTIVITIES",0,2,"General, applied and forensic sciences",0,-10000,0,NA
"20876",10,"West Midlands","REAL ESTATE ACTIVITIES",5,3,"Geography, earth and environmental studies",5,-10000,0,0
"20877",10,"West Midlands","REAL ESTATE ACTIVITIES",5,3,"Health and social care",5,-10000,0,0
"20878",10,"West Midlands","REAL ESTATE ACTIVITIES",5,4,"History and archaeology",10,-10000,5,1
"20879",10,"West Midlands","REAL ESTATE ACTIVITIES",0,2,"Languages and area studies",0,-10000,0,NA
"20880",10,"West Midlands","REAL ESTATE ACTIVITIES",15,7,"Law",15,19700,0,0
"20881",10,"West Midlands","REAL ESTATE ACTIVITIES",0,2,"Materials and technology",0,-10000,0,NA
"20882",10,"West Midlands","REAL ESTATE ACTIVITIES",0,2,"Mathematical sciences",0,-10000,0,NA
"20883",10,"West Midlands","REAL ESTATE ACTIVITIES",10,6,"Media, journalism and communications",5,-10000,-5,-0.5
"20884",10,"West Midlands","REAL ESTATE ACTIVITIES",0,1,"Medical sciences",0,-10000,0,NA
"20885",10,"West Midlands","REAL ESTATE ACTIVITIES",5,6,"Performing arts",5,-10000,0,0
"20886",10,"West Midlands","REAL ESTATE ACTIVITIES",0,4,"Philosophy and religious studies",0,-10000,0,NA
"20887",10,"West Midlands","REAL ESTATE ACTIVITIES",5,3,"Politics",0,-10000,-5,-1
"20888",10,"West Midlands","REAL ESTATE ACTIVITIES",10,7,"Psychology",10,-10000,0,0
"20889",10,"West Midlands","REAL ESTATE ACTIVITIES",10,7,"Sociology, social policy and anthropology",10,-10000,0,0
"20890",10,"West Midlands","REAL ESTATE ACTIVITIES",5,2,"Sport and exercise sciences",5,-10000,0,0
"20891",10,"West Midlands","TRANSPORTATION AND STORAGE",0,2,"Agriculture, food and related studies",0,-10000,0,NA
"20892",10,"West Midlands","TRANSPORTATION AND STORAGE",5,3,"Allied health",5,-10000,0,0
"20893",10,"West Midlands","TRANSPORTATION AND STORAGE",5,3,"Architecture, building and planning",5,-10000,0,0
"20894",10,"West Midlands","TRANSPORTATION AND STORAGE",5,5,"Biosciences",5,-10000,0,0
"20895",10,"West Midlands","TRANSPORTATION AND STORAGE",70,12,"Business and management",60,31800,-10,-0.142857142857143
"20896",10,"West Midlands","TRANSPORTATION AND STORAGE",5,2,"Chemistry",0,-10000,-5,-1
"20897",10,"West Midlands","TRANSPORTATION AND STORAGE",20,8,"Computing",15,30300,-5,-0.25
"20898",10,"West Midlands","TRANSPORTATION AND STORAGE",15,6,"Creative arts and design",10,-10000,-5,-0.333333333333333
"20899",10,"West Midlands","TRANSPORTATION AND STORAGE",10,3,"Economics",5,-10000,-5,-0.5
"20900",10,"West Midlands","TRANSPORTATION AND STORAGE",0,3,"Education and teaching",5,-10000,5,Inf
"20901",10,"West Midlands","TRANSPORTATION AND STORAGE",20,8,"Engineering",20,56900,0,0
"20902",10,"West Midlands","TRANSPORTATION AND STORAGE",10,5,"English studies",5,-10000,-5,-0.5
"20903",10,"West Midlands","TRANSPORTATION AND STORAGE",0,1,"General, applied and forensic sciences",0,-10000,0,NA
"20904",10,"West Midlands","TRANSPORTATION AND STORAGE",5,6,"Geography, earth and environmental studies",5,-10000,0,0
"20905",10,"West Midlands","TRANSPORTATION AND STORAGE",5,3,"Health and social care",5,-10000,0,0
"20906",10,"West Midlands","TRANSPORTATION AND STORAGE",15,6,"History and archaeology",15,26600,0,0
"20907",10,"West Midlands","TRANSPORTATION AND STORAGE",10,5,"Languages and area studies",0,-10000,-10,-1
"20908",10,"West Midlands","TRANSPORTATION AND STORAGE",15,7,"Law",10,-10000,-5,-0.333333333333333
"20909",10,"West Midlands","TRANSPORTATION AND STORAGE",15,2,"Materials and technology",10,-10000,-5,-0.333333333333333
"20910",10,"West Midlands","TRANSPORTATION AND STORAGE",10,4,"Mathematical sciences",5,-10000,-5,-0.5
"20911",10,"West Midlands","TRANSPORTATION AND STORAGE",10,3,"Media, journalism and communications",5,-10000,-5,-0.5
"20912",10,"West Midlands","TRANSPORTATION AND STORAGE",5,4,"Performing arts",10,-10000,5,1
"20913",10,"West Midlands","TRANSPORTATION AND STORAGE",5,2,"Philosophy and religious studies",0,-10000,-5,-1
"20914",10,"West Midlands","TRANSPORTATION AND STORAGE",5,1,"Physics and astronomy",5,-10000,0,0
"20915",10,"West Midlands","TRANSPORTATION AND STORAGE",10,4,"Politics",5,-10000,-5,-0.5
"20916",10,"West Midlands","TRANSPORTATION AND STORAGE",5,3,"Psychology",5,-10000,0,0
"20917",10,"West Midlands","TRANSPORTATION AND STORAGE",5,7,"Sociology, social policy and anthropology",10,-10000,5,1
"20918",10,"West Midlands","TRANSPORTATION AND STORAGE",15,5,"Sport and exercise sciences",10,22600,-5,-0.333333333333333
"20919",10,"West Midlands","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",5,3,"Agriculture, food and related studies",0,-10000,-5,-1
"20920",10,"West Midlands","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,1,"Architecture, building and planning",0,-10000,0,NA
"20921",10,"West Midlands","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,3,"Biosciences",0,-10000,0,NA
"20922",10,"West Midlands","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",10,7,"Business and management",10,35000,0,0
"20923",10,"West Midlands","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,3,"Chemistry",5,-10000,5,Inf
"20924",10,"West Midlands","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,1,"Computing",5,-10000,5,Inf
"20925",10,"West Midlands","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",5,3,"Creative arts and design",5,-10000,0,0
"20926",10,"West Midlands","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,1,"Education and teaching",0,-10000,0,NA
"20927",10,"West Midlands","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",10,5,"Engineering",5,-10000,-5,-0.5
"20928",10,"West Midlands","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,2,"General, applied and forensic sciences",0,-10000,0,NA
"20929",10,"West Midlands","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",15,6,"Geography, earth and environmental studies",10,-10000,-5,-0.333333333333333
"20930",10,"West Midlands","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,1,"Languages and area studies",NA,NA,NA,NA
"20931",10,"West Midlands","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,2,"Law",0,-10000,0,NA
"20932",10,"West Midlands","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",5,3,"Mathematical sciences",5,-10000,0,0
"20933",10,"West Midlands","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,2,"Media, journalism and communications",0,-10000,0,NA
"20934",10,"West Midlands","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,1,"Philosophy and religious studies",0,-10000,0,NA
"20935",10,"West Midlands","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,2,"Physics and astronomy",NA,NA,NA,NA
"20936",10,"West Midlands","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,2,"Politics",0,-10000,0,NA
"20937",10,"West Midlands","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,1,"Psychology",0,-10000,0,NA
"20938",10,"West Midlands","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,2,"Sociology, social policy and anthropology",0,-10000,0,NA
"20939",10,"West Midlands","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,2,"Sport and exercise sciences",0,-10000,0,NA
"20940",10,"West Midlands","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",35,6,"Agriculture, food and related studies",15,17500,-20,-0.571428571428571
"20941",10,"West Midlands","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",70,8,"Allied health",55,19200,-15,-0.214285714285714
"20942",10,"West Midlands","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",15,5,"Architecture, building and planning",25,19700,10,0.666666666666667
"20943",10,"West Midlands","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",30,8,"Biosciences",30,39400,0,0
"20944",10,"West Midlands","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",245,14,"Business and management",220,28100,-25,-0.102040816326531
