"","X","sex.x","subject_name.x","YAG.x","SECTIONNAME.x","YAG.y","SECTIONNAME.y","count","qualification_TR.x"
"19461",19461,"M","Economics",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",391,"Level 7 (taught)"
"19462",19462,"M","Economics",3,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",2320,"Level 7 (taught)"
"19463",19463,"M","Economics",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"MANUFACTURING",813,"Level 7 (taught)"
"19464",19464,"M","Economics",3,"INFORMATION AND COMMUNICATION",5,"CONSTRUCTION",527,"Level 7 (taught)"
"19465",19465,"M","Economics",3,"INFORMATION AND COMMUNICATION",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",1323,"Level 7 (taught)"
"19466",19466,"M","Economics",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",277,"Level 7 (taught)"
"19467",19467,"M","Economics",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",216,"Level 7 (taught)"
"19468",19468,"M","Economics",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",1157,"Level 7 (taught)"
"19469",19469,"M","Economics",3,"TRANSPORTATION AND STORAGE",5,"TRANSPORTATION AND STORAGE",1468,"Level 7 (taught)"
"19470",19470,"M","Education and teaching",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"CONSTRUCTION",1157,"Level 7 (taught)"
"19471",19471,"M","Education and teaching",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",13,"Level 7 (taught)"
"19472",19472,"M","Education and teaching",3,"EDUCATION",5,"CONSTRUCTION",578,"Level 7 (taught)"
"19473",19473,"M","Education and teaching",3,"EDUCATION",5,"FINANCIAL AND INSURANCE ACTIVITIES",847,"Level 7 (taught)"
"19474",19474,"M","Education and teaching",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",1317,"Level 7 (taught)"
"19475",19475,"M","Education and teaching",3,"INFORMATION AND COMMUNICATION",5,"EDUCATION",338,"Level 7 (taught)"
"19476",19476,"M","Education and teaching",3,"MINING AND QUARRYING",5,"MINING AND QUARRYING",2798,"Level 7 (taught)"
"19477",19477,"M","Education and teaching",3,"OTHER SERVICE ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",594,"Level 7 (taught)"
"19478",19478,"M","Education and teaching",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",587,"Level 7 (taught)"
"19479",19479,"M","Education and teaching",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"INFORMATION AND COMMUNICATION",1172,"Level 7 (taught)"
"19480",19480,"M","Education and teaching",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",281,"Level 7 (taught)"
"19481",19481,"M","Engineering",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"EDUCATION",1811,"Level 7 (taught)"
"19482",19482,"M","Engineering",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",74,"Level 7 (taught)"
"19483",19483,"M","Engineering",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",85,"Level 7 (taught)"
"19484",19484,"M","Engineering",3,"CONSTRUCTION",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",1406,"Level 7 (taught)"
"19485",19485,"M","Engineering",3,"EDUCATION",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",1916,"Level 7 (taught)"
"19486",19486,"M","Engineering",3,"INFORMATION AND COMMUNICATION",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",721,"Level 7 (taught)"
"19487",19487,"M","Engineering",3,"INFORMATION AND COMMUNICATION",5,"FINANCIAL AND INSURANCE ACTIVITIES",1260,"Level 7 (taught)"
"19488",19488,"M","Engineering",3,"INFORMATION AND COMMUNICATION",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1740,"Level 7 (taught)"
"19489",19489,"M","Engineering",3,"MANUFACTURING",5,"FINANCIAL AND INSURANCE ACTIVITIES",263,"Level 7 (taught)"
"19490",19490,"M","Engineering",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"EDUCATION",2469,"Level 7 (taught)"
"19491",19491,"M","Engineering",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",35,"Level 7 (taught)"
"19492",19492,"M","Engineering",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",1701,"Level 7 (taught)"
"19493",19493,"M","Engineering",3,"TRANSPORTATION AND STORAGE",5,"MANUFACTURING",2253,"Level 7 (taught)"
"19494",19494,"M","Engineering",3,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",147,"Level 7 (taught)"
"19495",19495,"M","Engineering",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"INFORMATION AND COMMUNICATION",608,"Level 7 (taught)"
"19496",19496,"M","English studies",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",561,"Level 7 (taught)"
"19497",19497,"M","English studies",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"INFORMATION AND COMMUNICATION",1122,"Level 7 (taught)"
"19498",19498,"M","English studies",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"MANUFACTURING",660,"Level 7 (taught)"
"19499",19499,"M","English studies",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"EDUCATION",2067,"Level 7 (taught)"
"19500",19500,"M","English studies",3,"INFORMATION AND COMMUNICATION",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",2169,"Level 7 (taught)"
"19501",19501,"M","English studies",3,"MANUFACTURING",5,"MANUFACTURING",105,"Level 7 (taught)"
"19502",19502,"M","English studies",3,"TRANSPORTATION AND STORAGE",5,"EDUCATION",509,"Level 7 (taught)"
"19503",19503,"M","General, applied and forensic sciences",3,"OTHER SERVICE ACTIVITIES",5,"OTHER SERVICE ACTIVITIES",389,"Level 7 (taught)"
"19504",19504,"M","Geography, earth and environmental studies",3,"CONSTRUCTION",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1673,"Level 7 (taught)"
"19505",19505,"M","Geography, earth and environmental studies",3,"MINING AND QUARRYING",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",499,"Level 7 (taught)"
"19506",19506,"M","Geography, earth and environmental studies",3,"OTHER SERVICE ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",616,"Level 7 (taught)"
"19507",19507,"M","Geography, earth and environmental studies",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",525,"Level 7 (taught)"
"19508",19508,"M","Geography, earth and environmental studies",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"MANUFACTURING",2,"Level 7 (taught)"
"19509",19509,"M","Geography, earth and environmental studies",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"OTHER SERVICE ACTIVITIES",676,"Level 7 (taught)"
"19510",19510,"M","Geography, earth and environmental studies",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"EDUCATION",955,"Level 7 (taught)"
"19511",19511,"M","Health and social care",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",1018,"Level 7 (taught)"
"19512",19512,"M","Health and social care",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",690,"Level 7 (taught)"
"19513",19513,"M","Health and social care",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"EDUCATION",2214,"Level 7 (taught)"
"19514",19514,"M","History and archaeology",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",1224,"Level 7 (taught)"
"19515",19515,"M","History and archaeology",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"TRANSPORTATION AND STORAGE",950,"Level 7 (taught)"
"19516",19516,"M","History and archaeology",3,"EDUCATION",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",322,"Level 7 (taught)"
"19517",19517,"M","History and archaeology",3,"EDUCATION",5,"INFORMATION AND COMMUNICATION",617,"Level 7 (taught)"
"19518",19518,"M","History and archaeology",3,"EDUCATION",5,"OTHER SERVICE ACTIVITIES",2479,"Level 7 (taught)"
"19519",19519,"M","History and archaeology",3,"EDUCATION",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",938,"Level 7 (taught)"
"19520",19520,"M","History and archaeology",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",235,"Level 7 (taught)"
"19521",19521,"M","History and archaeology",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"EDUCATION",3705,"Level 7 (taught)"
"19522",19522,"M","History and archaeology",3,"INFORMATION AND COMMUNICATION",5,"EDUCATION",31,"Level 7 (taught)"
"19523",19523,"M","History and archaeology",3,"MANUFACTURING",5,"MANUFACTURING",3873,"Level 7 (taught)"
"19524",19524,"M","History and archaeology",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",897,"Level 7 (taught)"
"19525",19525,"M","History and archaeology",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",1048,"Level 7 (taught)"
"19526",19526,"M","History and archaeology",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"MANUFACTURING",1336,"Level 7 (taught)"
"19527",19527,"M","Languages and area studies",3,"EDUCATION",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1148,"Level 7 (taught)"
"19528",19528,"M","Languages and area studies",3,"MANUFACTURING",5,"MANUFACTURING",393,"Level 7 (taught)"
"19529",19529,"M","Languages and area studies",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",295,"Level 7 (taught)"
"19530",19530,"M","Law",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",2299,"Level 7 (taught)"
"19531",19531,"M","Law",3,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",1839,"Level 7 (taught)"
"19532",19532,"M","Law",3,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,"FINANCIAL AND INSURANCE ACTIVITIES",2812,"Level 7 (taught)"
"19533",19533,"M","Law",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",1672,"Level 7 (taught)"
"19534",19534,"M","Law",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",1507,"Level 7 (taught)"
"19535",19535,"M","Law",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",1212,"Level 7 (taught)"
"19536",19536,"M","Law",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"CONSTRUCTION",499,"Level 7 (taught)"
"19537",19537,"M","Law",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",1942,"Level 7 (taught)"
"19538",19538,"M","Law",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"TRANSPORTATION AND STORAGE",1715,"Level 7 (taught)"
"19539",19539,"M","Law",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"FINANCIAL AND INSURANCE ACTIVITIES",573,"Level 7 (taught)"
"19540",19540,"M","Law",3,"TRANSPORTATION AND STORAGE",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",552,"Level 7 (taught)"
"19541",19541,"M","Law",3,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",5,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",1389,"Level 7 (taught)"
"19542",19542,"M","Law",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"MANUFACTURING",465,"Level 7 (taught)"
"19543",19543,"M","Law",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1454,"Level 7 (taught)"
"19544",19544,"M","Law",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",1189,"Level 7 (taught)"
"19545",19545,"M","Materials and technology",3,"EDUCATION",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",987,"Level 7 (taught)"
"19546",19546,"M","Materials and technology",3,"INFORMATION AND COMMUNICATION",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",628,"Level 7 (taught)"
"19547",19547,"M","Materials and technology",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1226,"Level 7 (taught)"
"19548",19548,"M","Mathematical sciences",3,"EDUCATION",5,"INFORMATION AND COMMUNICATION",1239,"Level 7 (taught)"
"19549",19549,"M","Mathematical sciences",3,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",1834,"Level 7 (taught)"
"19550",19550,"M","Mathematical sciences",3,"INFORMATION AND COMMUNICATION",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1291,"Level 7 (taught)"
"19551",19551,"M","Mathematical sciences",3,"INFORMATION AND COMMUNICATION",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",12,"Level 7 (taught)"
"19552",19552,"M","Mathematical sciences",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"EDUCATION",837,"Level 7 (taught)"
"19553",19553,"M","Mathematical sciences",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",1951,"Level 7 (taught)"
"19554",19554,"M","Mathematical sciences",3,"REAL ESTATE ACTIVITIES",5,"REAL ESTATE ACTIVITIES",1299,"Level 7 (taught)"
"19555",19555,"M","MBA",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"FINANCIAL AND INSURANCE ACTIVITIES",2552,"Level 7 (taught)"
"19556",19556,"M","MBA",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"INFORMATION AND COMMUNICATION",2397,"Level 7 (taught)"
"19557",19557,"M","MBA",3,"EDUCATION",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",1403,"Level 7 (taught)"
"19558",19558,"M","MBA",3,"EDUCATION",5,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",766,"Level 7 (taught)"
"19559",19559,"M","MBA",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",330,"Level 7 (taught)"
"19560",19560,"M","MBA",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",405,"Level 7 (taught)"
"19561",19561,"M","MBA",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",1016,"Level 7 (taught)"
"19562",19562,"M","MBA",3,"INFORMATION AND COMMUNICATION",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",738,"Level 7 (taught)"
"19563",19563,"M","MBA",3,"INFORMATION AND COMMUNICATION",5,"TRANSPORTATION AND STORAGE",1213,"Level 7 (taught)"
"19564",19564,"M","MBA",3,"MANUFACTURING",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",882,"Level 7 (taught)"
"19565",19565,"M","MBA",3,"MANUFACTURING",5,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",784,"Level 7 (taught)"
"19566",19566,"M","MBA",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"OTHER SERVICE ACTIVITIES",100,"Level 7 (taught)"
"19567",19567,"M","MBA",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"REAL ESTATE ACTIVITIES",136,"Level 7 (taught)"
"19568",19568,"M","MBA",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",300,"Level 7 (taught)"
"19569",19569,"M","MBA",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",522,"Level 7 (taught)"
"19570",19570,"M","MBA",3,"TRANSPORTATION AND STORAGE",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",55,"Level 7 (taught)"
"19571",19571,"M","MBA",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"EDUCATION",34,"Level 7 (taught)"
"19572",19572,"M","MBA",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"TRANSPORTATION AND STORAGE",21,"Level 7 (taught)"
"19573",19573,"M","Media, journalism and communications",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",748,"Level 7 (taught)"
"19574",19574,"M","Media, journalism and communications",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",2478,"Level 7 (taught)"
"19575",19575,"M","Media, journalism and communications",3,"EDUCATION",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",385,"Level 7 (taught)"
"19576",19576,"M","Media, journalism and communications",3,"EDUCATION",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",1046,"Level 7 (taught)"
"19577",19577,"M","Media, journalism and communications",3,"INFORMATION AND COMMUNICATION",5,"FINANCIAL AND INSURANCE ACTIVITIES",3984,"Level 7 (taught)"
"19578",19578,"M","Media, journalism and communications",3,"INFORMATION AND COMMUNICATION",5,"MANUFACTURING",165,"Level 7 (taught)"
"19579",19579,"M","Media, journalism and communications",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",2370,"Level 7 (taught)"
"19580",19580,"M","Media, journalism and communications",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",1036,"Level 7 (taught)"
"19581",19581,"M","Media, journalism and communications",3,"REAL ESTATE ACTIVITIES",5,"REAL ESTATE ACTIVITIES",2053,"Level 7 (taught)"
"19582",19582,"M","Media, journalism and communications",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"EDUCATION",71,"Level 7 (taught)"
"19583",19583,"M","Medical sciences",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",431,"Level 7 (taught)"
"19584",19584,"M","Medical sciences",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"ARTS, ENTERTAINMENT AND RECREATION",329,"Level 7 (taught)"
"19585",19585,"M","Medical sciences",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",33,"Level 7 (taught)"
"19586",19586,"M","Medicine and dentistry",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",1134,"Level 7 (taught)"
"19587",19587,"M","Medicine and dentistry",3,"EDUCATION",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",990,"Level 7 (taught)"
"19588",19588,"M","Medicine and dentistry",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",387,"Level 7 (taught)"
"19589",19589,"M","Medicine and dentistry",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",1140,"Level 7 (taught)"
"19590",19590,"M","Medicine and dentistry",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",2249,"Level 7 (taught)"
"19591",19591,"M","Medicine and dentistry",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",2818,"Level 7 (taught)"
"19592",19592,"M","Medicine and dentistry",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",998,"Level 7 (taught)"
"19593",19593,"M","Medicine and dentistry",3,"MANUFACTURING",5,"MANUFACTURING",705,"Level 7 (taught)"
"19594",19594,"M","Medicine and dentistry",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",1951,"Level 7 (taught)"
"19595",19595,"M","Medicine and dentistry",3,"REAL ESTATE ACTIVITIES",5,"REAL ESTATE ACTIVITIES",1005,"Level 7 (taught)"
"19596",19596,"M","Nursing and midwifery",3,"EDUCATION",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",835,"Level 7 (taught)"
"19597",19597,"M","Nursing and midwifery",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",163,"Level 7 (taught)"
"19598",19598,"M","Nursing and midwifery",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",773,"Level 7 (taught)"
"19599",19599,"M","Performing arts",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",913,"Level 7 (taught)"
"19600",19600,"M","Performing arts",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"EDUCATION",1577,"Level 7 (taught)"
"19601",19601,"M","Performing arts",3,"EDUCATION",5,"ARTS, ENTERTAINMENT AND RECREATION",1973,"Level 7 (taught)"
"19602",19602,"M","Performing arts",3,"EDUCATION",5,"OTHER SERVICE ACTIVITIES",1025,"Level 7 (taught)"
"19603",19603,"M","Performing arts",3,"MANUFACTURING",5,"MANUFACTURING",877,"Level 7 (taught)"
"19604",19604,"M","Performing arts",3,"OTHER SERVICE ACTIVITIES",5,"EDUCATION",1811,"Level 7 (taught)"
"19605",19605,"M","Performing arts",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"ARTS, ENTERTAINMENT AND RECREATION",1305,"Level 7 (taught)"
"19606",19606,"M","Performing arts",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"EDUCATION",1075,"Level 7 (taught)"
"19607",19607,"M","Performing arts",3,"TRANSPORTATION AND STORAGE",5,"TRANSPORTATION AND STORAGE",2434,"Level 7 (taught)"
"19608",19608,"M","Performing arts",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"ARTS, ENTERTAINMENT AND RECREATION",98,"Level 7 (taught)"
"19609",19609,"M","PGCE",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"EDUCATION",2000,"Level 7 (taught)"
"19610",19610,"M","PGCE",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"INFORMATION AND COMMUNICATION",765,"Level 7 (taught)"
"19611",19611,"M","PGCE",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"MANUFACTURING",225,"Level 7 (taught)"
"19612",19612,"M","PGCE",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",454,"Level 7 (taught)"
